year,UF,Codmun6,code_city,life_exp,year_edu,population,hdi
1991,35,354330,3543303,68.34,10.07,85395,0.58
1991,35,354340,3543402,70.23,10.17,424688,0.626
1991,35,354350,3543501,64.48,9.53,9359,0.405
1991,35,354360,3543600,67.15,8.28,2793,0.438
1991,35,354370,3543709,67.54,9.59,10313,0.501
1991,35,354380,3543808,65.56,10.22,11089,0.456
1991,35,354390,3543907,70.2,10.08,136676,0.611
1991,35,354400,3544004,68.55,9.46,19099,0.507
1991,35,354410,3544103,68.12,9.15,29894,0.498
1991,35,354420,3544202,65.46,9.09,7735,0.487
1991,35,354425,3544251,67.74,10.12,20603,0.54
1991,35,354430,3544301,68.19,9.12,6157,0.485
1991,35,354440,3544400,67.65,10.2,2627,0.527
1991,35,354450,3544509,68.03,9.65,2236,0.524
1991,35,354460,3544608,67.21,9.24,4517,0.44
1991,35,354470,3544707,66.66,9.86,2431,0.439
1991,35,354480,3544806,70.54,9.79,3725,0.476
1991,35,354490,3544905,69.66,9.31,7718,0.553
1991,35,354500,3545001,66.4,9.77,11274,0.473
1991,35,354510,3545100,66.66,9.19,4462,0.446
1991,35,354515,3545159,72.08,10.03,4988,0.573
1991,35,354520,3545209,68.21,9.52,71884,0.526
1991,35,354530,3545308,67.15,8.31,23986,0.46
1991,35,354540,3545407,68.69,9.91,7299,0.48
1991,35,354550,3545506,67.88,8.74,2395,0.513
1991,35,354560,3545605,69.08,10.49,12478,0.491
1991,35,354570,3545704,67.27,9.51,5626,0.468
1991,35,354580,3545803,69.51,9.9,144944,0.532
1991,35,354600,3546009,67.18,9.23,10161,0.5
1991,35,354610,3546108,67.16,8.72,2497,0.465
1991,35,354620,3546207,69.86,9.4,2914,0.569
1991,35,354625,3546256,68.27,9.67,1757,0.536
1991,35,354630,3546306,68.14,9.83,21689,0.493
1991,35,354640,3546405,70.71,9.74,36211,0.547
1991,35,354650,3546504,66.2,9.64,5093,0.49
1991,35,354660,3546603,69.9,10.31,22942,0.584
1991,35,354670,3546702,70.21,9.92,10391,0.554
1991,35,354680,3546801,67.3,9.01,37656,0.456
1991,35,354690,3546900,67.74,9.07,6272,0.445
1991,35,354700,3547007,65.79,9.8,4265,0.436
1991,35,354710,3547106,66.3,10.44,2979,0.467
1991,35,354720,3547205,70.34,10.48,2356,0.474
1991,35,354730,3547304,69.79,8.97,32024,0.554
1991,35,354740,3547403,68.72,10.21,3487,0.482
1991,35,354750,3547502,71.96,9.94,23434,0.581
1991,35,354760,3547601,70.54,10.02,19064,0.559
1991,35,354765,3547650,71.57,7.97,1720,0.455
1991,35,354770,3547700,68.3,10.02,19722,0.537
1991,35,354780,3547809,70.34,10.06,610809,0.63
1991,35,354790,3547908,68.02,9.01,5136,0.466
1991,35,354800,3548005,68.28,9.08,14052,0.484
1991,35,354805,3548054,66.81,9.87,6989,0.447
1991,35,354810,3548104,68.44,9.64,5683,0.463
1991,35,354820,3548203,66.25,9.19,5312,0.442
1991,35,354830,3548302,66.14,10.46,2216,0.519
1991,35,354840,3548401,66.34,9.61,3845,0.51
1991,35,354850,3548500,71.52,10.47,406483,0.689
1991,35,354860,3548609,69.12,10.17,8582,0.467
1991,35,354870,3548708,68.93,9.85,559471,0.642
1991,35,354880,3548807,72.11,10.57,146857,0.697
1991,35,354890,3548906,71.61,10.12,156682,0.62
1991,35,354900,3549003,67.21,9.53,2614,0.445
1991,35,354910,3549102,71.43,9.87,68302,0.585
1991,35,354920,3549201,67.77,10.06,2783,0.49
1991,35,354925,3549250,66.27,9.41,1530,0.406
1991,35,354930,3549300,66.34,10.51,2799,0.517
1991,35,354940,3549409,68.24,9.63,35765,0.515
1991,35,354950,3549508,68.65,8.71,7080,0.459
1991,35,354960,3549607,66.3,8.06,3920,0.405
1991,35,354970,3549706,70.43,9.48,44931,0.557
1991,35,354980,3549805,69.9,10.17,277413,0.61
1991,35,354990,3549904,70.23,10.08,437176,0.607
1991,35,354995,3549953,66.38,8.18,7573,0.449
1991,35,355000,3550001,67.67,8.56,9867,0.457
1991,35,355010,3550100,68.95,9.15,32042,0.496
1991,35,355020,3550209,65.94,8.21,25719,0.447
1991,35,355030,3550308,69.51,9.76,9453086,0.626
1991,35,355040,3550407,68.63,9.74,20020,0.524
1991,35,355050,3550506,67.84,10.45,6225,0.438
1991,35,355060,3550605,69.65,9.33,56428,0.53
1991,35,355070,3550704,69.11,9.5,32725,0.52
1991,35,355080,3550803,67.54,9.7,11760,0.479
1991,35,355090,3550902,69.94,9.34,11911,0.563
1991,35,355100,3551009,68.02,9.49,265328,0.561
1991,35,355110,3551108,65.8,9.32,6412,0.463
1991,35,355120,3551207,66.01,8.32,3020,0.431
1991,35,355130,3551306,66.13,10.43,2516,0.491
1991,35,355140,3551405,66.2,8.23,6165,0.428
1991,35,355150,3551504,67.67,9.46,23188,0.513
1991,35,355160,3551603,70.75,10.35,21358,0.575
1991,35,355170,3551702,71.53,9.85,77936,0.551
1991,35,355180,3551801,67.21,10,12408,0.447
1991,35,355190,3551900,68.51,9.4,10099,0.465
1991,35,355200,3552007,66.67,7.39,4831,0.419
1991,35,355210,3552106,68.15,9.31,30527,0.477
1991,35,355220,3552205,68.21,9.61,373943,0.579
1991,35,355230,3552304,68.11,9.48,7173,0.495
1991,35,355240,3552403,70.54,9.17,136767,0.506
1991,35,355250,3552502,67.98,9.55,166032,0.529
1991,35,355255,3552551,68.27,8.59,2618,0.446
1991,35,355260,3552601,69.08,10.21,9793,0.483
1991,35,355270,3552700,67.18,9.82,10892,0.449
1991,35,355280,3552809,68.08,9.4,158923,0.562
1991,35,355290,3552908,66.25,10.19,4750,0.47
1991,35,355300,3553005,69.52,9.54,6417,0.46
1991,35,355310,3553104,68.03,9.74,5011,0.421
1991,35,355320,3553203,70.82,11.1,5191,0.552
1991,35,355330,3553302,69.26,9.46,19794,0.5
1991,35,355340,3553401,68.11,10.43,21364,0.531
1991,35,355350,3553500,65.59,8.64,5658,0.446
1991,35,355360,3553609,70.7,9.72,11731,0.462
1991,35,355365,3553658,68.03,7.76,2549,0.468
1991,35,355370,3553708,68.44,9.5,45540,0.515
1991,35,355380,3553807,63.51,8.63,18411,0.42
1991,35,355385,3553856,63.9,8.88,3070,0.351
1991,35,355390,3553906,66.6,9.82,4684,0.487
1991,35,355395,3553955,69.52,9.43,9377,0.469
1991,35,355400,3554003,69.11,10.16,73602,0.54
1991,35,355410,3554102,71.98,10,204555,0.6
1991,35,355420,3554201,66.01,9.04,4710,0.336
1991,35,355430,3554300,66.71,9.42,18844,0.485
1991,35,355440,3554409,67.15,10.32,6631,0.484
1991,35,355450,3554508,70.23,10.4,25072,0.557
1991,35,355460,3554607,66.3,8.89,2827,0.396
1991,35,355465,3554656,66.7,9.83,1244,0.492
1991,35,355470,3554706,71.96,10.33,7452,0.546
1991,35,355475,3554755,66.23,8.57,1416,0.356
1991,35,355480,3554805,71.52,10.42,25649,0.563
1991,35,355490,3554904,66.11,10.04,5142,0.491
1991,35,355495,3554953,69.48,7.88,4096,0.391
1991,35,355500,3555000,68.64,10.08,57949,0.562
1991,35,355510,3555109,69.49,10.67,13977,0.566
1991,35,355520,3555208,68.11,10.68,2022,0.519
1991,35,355530,3555307,67.27,10.57,2739,0.522
1991,35,355535,3555356,66.86,8.26,2788,0.368
1991,35,355540,3555406,67.67,9.78,46000,0.518
1991,35,355550,3555505,67.59,9.39,4172,0.391
1991,35,355560,3555604,66.16,10.66,8283,0.529
1991,35,355570,3555703,67.98,10.29,1320,0.472
1991,35,355580,3555802,66.2,10.15,8235,0.485
1991,35,355590,3555901,66.3,10.01,1349,0.494
1991,35,355600,3556008,67.02,10.78,10901,0.519
1991,35,355610,3556107,67.37,10.36,5870,0.499
1991,35,355620,3556206,69.78,9.99,67062,0.597
1991,35,355630,3556305,67.59,9.83,16288,0.494
1991,35,355635,3556354,68.93,9.43,5010,0.428
1991,35,355640,3556404,68.44,9.37,30838,0.489
1991,35,355645,3556453,66.91,8.66,17862,0.485
1991,35,355650,3556503,68.77,8.98,68714,0.477
1991,35,355660,3556602,65.56,9.89,10959,0.515
1991,35,355670,3556701,71.77,9.86,33395,0.581
1991,35,355680,3556800,67.27,10.07,12910,0.502
1991,35,355690,3556909,69.66,10.56,3605,0.505
1991,35,355695,3556958,67.21,9.5,1618,0.49
1991,35,355700,3557006,68.63,9.57,80452,0.527
1991,35,355710,3557105,71.11,10.14,64069,0.571
1991,35,355715,3557154,67.59,9.61,1961,0.488
1991,35,355720,3557204,68.91,8.24,11633,0.47
1991,35,355730,3557303,67.65,9.55,6573,0.485
2000,35,350010,3500105,73.64,11.51,33117,0.721
2000,35,350020,3500204,73.09,11.51,3677,0.667
2000,35,350030,3500303,73.04,8.77,27949,0.642
2000,35,350040,3500402,73.44,10.24,7041,0.692
2000,35,350050,3500501,75.49,9.15,15609,0.695
2000,35,350055,3500550,74.86,10.89,5004,0.668
2000,35,350060,3500600,77.18,10.96,1842,0.791
2000,35,350070,3500709,71.6,10.48,31989,0.669
2000,35,350075,3500758,70.13,9.56,3648,0.572
2000,35,350080,3500808,72.65,10.53,3697,0.646
2000,35,350090,3500907,67.97,10.24,3451,0.605
2000,35,350100,3501004,73.55,10.45,15314,0.658
2000,35,350110,3501103,72.22,11.17,4212,0.616
2000,35,350115,3501152,70.48,9.72,15180,0.682
2000,35,350120,3501202,71.18,11.04,4292,0.665
2000,35,350130,3501301,72.32,10.52,22573,0.661
2000,35,350140,3501400,68.36,9.92,3290,0.56
2000,35,350150,3501509,70.57,9.45,2837,0.555
2000,35,350160,3501608,73.87,10.79,181231,0.735
2000,35,350170,3501707,73.17,10.7,28134,0.658
2000,35,350180,3501806,72.12,9.93,5575,0.644
2000,35,350190,3501905,73.83,10.12,59930,0.716
2000,35,350200,3502002,73.46,9.95,3552,0.685
2000,35,350210,3502101,73.29,10.78,54118,0.717
2000,35,350220,3502200,71.27,9.52,19186,0.612
2000,35,350230,3502309,72.52,10,4483,0.626
2000,35,350240,3502408,70.74,9.5,3356,0.585
2000,35,350250,3502507,72.82,10.18,34209,0.689
2000,35,350260,3502606,70.88,10.23,4906,0.626
2000,35,350270,3502705,71.15,10.02,26938,0.605
2000,35,350275,3502754,70.31,8.57,12664,0.602
2000,35,350280,3502804,72.75,10.85,166702,0.744
2000,35,350290,3502903,73.15,9.69,19911,0.658
2000,35,350300,3503000,71.84,9.8,4721,0.628
2000,35,350310,3503109,69.86,9.71,6016,0.584
2000,35,350315,3503158,71.01,9.87,2618,0.594
2000,35,350320,3503208,73.6,10.71,180567,0.742
2000,35,350330,3503307,74.91,10.17,102999,0.71
2000,35,350335,3503356,72.44,10.48,2163,0.636
2000,35,350340,3503406,72.84,10.16,7208,0.662
2000,35,350350,3503505,70.05,9.9,3481,0.6
2000,35,350360,3503604,70.89,9.16,10272,0.578
2000,35,350370,3503703,71.44,10.66,7456,0.633
2000,35,350380,3503802,73.13,9.35,32979,0.658
2000,35,350390,3503901,72.75,10.16,58300,0.67
2000,35,350395,3503950,73.69,9.85,1855,0.629
2000,35,350400,3504008,73.36,10.85,85959,0.728
2000,35,350410,3504107,73.26,9.3,109825,0.675
2000,35,350420,3504206,70.14,10.65,13456,0.677
2000,35,350430,3504305,72.03,9.18,4477,0.608
2000,35,350440,3504404,71.57,9.99,8821,0.608
2000,35,350450,3504503,73.77,9.97,74110,0.683
2000,35,350460,3504602,71.18,10.43,11522,0.688
2000,35,350470,3504701,71.13,11.44,1313,0.639
2000,35,350480,3504800,74.97,10.62,7340,0.705
2000,35,350490,3504909,73.1,10.01,9618,0.632
2000,35,350500,3505005,70.46,10.71,2783,0.593
2000,35,350510,3505104,69.28,9.43,5833,0.588
2000,35,350520,3505203,75.76,10.02,28062,0.698
2000,35,350530,3505302,73.43,10.43,35284,0.706
2000,35,350535,3505351,66.95,8.83,4831,0.488
2000,35,350540,3505401,69.56,8.3,7849,0.482
2000,35,350550,3505500,73.24,10.72,102968,0.71
2000,35,350560,3505609,70.57,9.61,24001,0.591
2000,35,350570,3505708,72.77,10.01,207182,0.705
2000,35,350580,3505807,72.46,10.43,20509,0.651
2000,35,350590,3505906,74.75,10.14,50662,0.695
2000,35,350600,3506003,72.9,10.3,311459,0.736
2000,35,350610,3506102,74.07,10.33,74366,0.695
2000,35,350620,3506201,72.74,9.17,2387,0.635
2000,35,350630,3506300,71.99,9.81,10591,0.643
2000,35,350635,3506359,70.36,9.46,29307,0.634
2000,35,350640,3506409,75.49,10.66,6021,0.709
2000,35,350650,3506508,72.43,10.45,93896,0.703
2000,35,350660,3506607,69.37,9.46,24393,0.603
2000,35,350670,3506706,71.44,9.73,12483,0.602
2000,35,350680,3506805,74.97,9.64,9316,0.677
2000,35,350690,3506904,73.08,9.46,7325,0.616
2000,35,350700,3507001,73.08,9.84,33807,0.672
2000,35,350710,3507100,71.05,9.39,13135,0.617
2000,35,350715,3507159,69.04,9.2,3231,0.539
2000,35,350720,3507209,72.64,6.91,795,0.649
2000,35,350730,3507308,74.43,9.34,3739,0.637
2000,35,350740,3507407,72.02,10.83,13097,0.63
2000,35,350745,3507456,70.61,10.05,1930,0.578
2000,35,350750,3507506,72.79,10.15,107586,0.718
2000,35,350760,3507605,72.76,9.74,123930,0.687
2000,35,350770,3507704,72.34,11.19,4383,0.669
2000,35,350775,3507753,70.33,10.21,2146,0.597
2000,35,350780,3507803,74.06,9.98,17108,0.665
2000,35,350790,3507902,70.67,10.25,18667,0.664
2000,35,350800,3508009,67.35,8.49,17350,0.542
2000,35,350810,3508108,69.95,10.59,13686,0.66
2000,35,350820,3508207,71.29,9.05,3661,0.608
2000,35,350830,3508306,69.66,9.11,4610,0.577
2000,35,350840,3508405,72.61,9.43,32766,0.626
2000,35,350850,3508504,74.02,10.48,75629,0.694
2000,35,350860,3508603,73.79,9.9,26869,0.676
2000,35,350870,3508702,73.01,9.41,18191,0.619
2000,35,350880,3508801,73.35,10.21,15658,0.654
2000,35,350890,3508900,72.58,10.33,4074,0.626
2000,35,350900,3509007,73.65,10.55,71031,0.687
2000,35,350910,3509106,67.71,10.75,4171,0.593
2000,35,350920,3509205,70.23,9.82,50489,0.634
2000,35,350925,3509254,69.56,8.89,28845,0.579
2000,35,350930,3509304,72.41,10.36,9116,0.617
2000,35,350940,3509403,71.87,9.39,20867,0.648
2000,35,350945,3509452,69.56,8.93,5175,0.592
2000,35,350950,3509502,73.07,10.06,954734,0.735
2000,35,350960,3509601,73.28,10.47,62616,0.678
2000,35,350970,3509700,70.69,9.73,42966,0.653
2000,35,350980,3509809,72.16,8.49,4172,0.592
2000,35,350990,3509908,73.44,9.97,12133,0.625
2000,35,350995,3509957,68.35,9.36,3612,0.577
2000,35,351000,3510005,72.88,10.55,29053,0.656
2000,35,351010,3510104,72.08,10.59,2608,0.629
2000,35,351015,3510153,69.94,9.92,3475,0.545
2000,35,351020,3510203,69.93,8.93,46312,0.579
2000,35,351030,3510302,70.68,9.65,14163,0.573
2000,35,351040,3510401,73.01,9.42,40878,0.655
2000,35,351050,3510500,73.59,10.35,78132,0.685
2000,35,351060,3510609,71.13,10.04,340398,0.644
2000,35,351070,3510708,71.91,10.85,11549,0.656
2000,35,351080,3510807,74.37,10.1,24886,0.699
2000,35,351090,3510906,74.68,10.34,2853,0.643
2000,35,351100,3511003,70.63,10.97,14858,0.634
2000,35,351110,3511102,72.96,10.4,105183,0.705
2000,35,351120,3511201,72.72,10.53,6540,0.632
2000,35,351130,3511300,76.41,9.65,6649,0.657
2000,35,351140,3511409,69.51,9.98,15044,0.631
2000,35,351150,3511508,73.8,10.18,29409,0.713
2000,35,351160,3511607,71.85,8.74,11961,0.622
2000,35,351170,3511706,72.19,10.37,12972,0.636
2000,35,351190,3511904,72.18,10.16,5369,0.636
2000,35,351200,3512001,73.13,10.59,16517,0.663
2000,35,351210,3512100,71.78,9.77,5610,0.607
2000,35,351220,3512209,72.63,9.06,22595,0.602
2000,35,351230,3512308,71.48,9.32,14782,0.658
2000,35,351240,3512407,75.93,9.91,17402,0.706
2000,35,351250,3512506,72.54,11.07,4363,0.63
2000,35,351260,3512605,67.48,10.32,5576,0.561
2000,35,351270,3512704,71.58,10.29,3748,0.641
2000,35,351280,3512803,73.39,9.55,44131,0.665
2000,35,351290,3512902,73.07,10.5,7338,0.627
2000,35,351300,3513009,72.88,10.46,145872,0.693
2000,35,351310,3513108,73.18,9.72,28315,0.668
2000,35,351320,3513207,69.85,9.25,6551,0.609
2000,35,351330,3513306,71.58,11.16,2602,0.69
2000,35,351340,3513405,73.46,10.34,73150,0.704
2000,35,351350,3513504,70.36,9.24,107683,0.634
2000,35,351360,3513603,72.88,8.97,22902,0.543
2000,35,351370,3513702,74.13,10.52,28720,0.7
2000,35,351380,3513801,71.41,9.84,351467,0.664
2000,35,351385,3513850,71.25,11.23,1601,0.644
2000,35,351390,3513900,73.09,9.77,11803,0.63
2000,35,351400,3514007,71.32,9.18,6970,0.625
2000,35,351410,3514106,70.63,9.67,22397,0.642
2000,35,351420,3514205,71.57,11.44,2152,0.647
2000,35,351430,3514304,71.15,10.74,8551,0.658
2000,35,351440,3514403,75.14,10.96,40296,0.717
2000,35,351450,3514502,71.95,10.35,12415,0.638
2000,35,351460,3514601,72.39,9.96,6281,0.675
2000,35,351470,3514700,72.65,10.72,6821,0.634
2000,35,351480,3514809,72.41,9.75,14027,0.588
2000,35,351490,3514908,70.98,8.82,13830,0.589
2000,35,351492,3514924,71.43,10.44,2572,0.615
2000,35,351495,3514957,73.4,12.02,2478,0.655
2000,35,351500,3515004,71.22,9.47,204307,0.63
2000,35,351510,3515103,71.8,10.04,55724,0.65
2000,35,351512,3515129,70.99,10.91,2887,0.635
2000,35,351515,3515152,72.44,9.54,9631,0.646
2000,35,351518,3515186,74.81,9.18,40039,0.681
2000,35,351519,3515194,69.64,9.17,3675,0.573
2000,35,351520,3515202,73.44,10.74,8182,0.677
2000,35,351530,3515301,70.65,10.52,2615,0.645
2000,35,351535,3515350,70.13,10.84,9542,0.599
2000,35,351540,3515400,72.35,9.58,14764,0.633
2000,35,351550,3515509,75.27,10.94,61401,0.728
2000,35,351560,3515608,74.26,10.79,5366,0.634
2000,35,351565,3515657,71.57,11.02,1423,0.642
2000,35,351570,3515707,71.84,10.36,141845,0.637
2000,35,351580,3515806,69.34,11.55,2177,0.639
2000,35,351590,3515905,72.48,10.81,3223,0.664
2000,35,351600,3516002,69.57,11.14,11058,0.622
2000,35,351610,3516101,72.16,9.93,3074,0.642
2000,35,351620,3516200,73.4,10.03,286386,0.688
2000,35,351630,3516309,70.64,9.54,133293,0.571
2000,35,351640,3516408,70.57,10.05,101128,0.628
2000,35,351650,3516507,70.07,9.87,2710,0.631
2000,35,351660,3516606,69.04,9.4,7690,0.606
2000,35,351670,3516705,71.99,10.13,42425,0.685
2000,35,351680,3516804,70.76,9.99,3567,0.638
2000,35,351685,3516853,71.23,10.47,4112,0.597
2000,35,351690,3516903,70.2,10.65,10705,0.659
2000,35,351700,3517000,70.68,10.33,9532,0.623
2000,35,351710,3517109,73.26,9.56,4406,0.629
2000,35,351720,3517208,70.61,9.58,9186,0.615
2000,35,351730,3517307,70.97,10.34,5196,0.607
2000,35,351740,3517406,73.02,10.54,34521,0.675
2000,35,351750,3517505,75.03,10.27,13800,0.679
2000,35,351760,3517604,69.6,9.13,19529,0.514
2000,35,351770,3517703,69.58,8.89,18773,0.605
2000,35,351780,3517802,69.59,11.42,8839,0.663
2000,35,351790,3517901,71.79,10.37,8770,0.632
2000,35,351800,3518008,71.07,10.45,1985,0.62
2000,35,351810,3518107,69.78,9.75,5739,0.582
2000,35,351820,3518206,71.41,10.51,28697,0.687
2000,35,351830,3518305,72.46,10,21683,0.658
2000,35,351840,3518404,72.77,10.74,103425,0.718
2000,35,351850,3518503,72.17,9.36,10119,0.579
2000,35,351860,3518602,69.97,9.74,31541,0.603
2000,35,351870,3518701,71.1,9.61,262860,0.636
2000,35,351880,3518800,72.2,10.07,1063520,0.678
2000,35,351885,3518859,72.76,10.06,6207,0.652
2000,35,351890,3518909,71.89,10.71,4283,0.613
2000,35,351900,3519006,72.35,10.12,7962,0.612
2000,35,351905,3519055,74.86,9.74,7184,0.688
2000,35,351907,3519071,72.25,9.58,151568,0.636
2000,35,351910,3519105,74.54,9.73,8180,0.672
2000,35,351920,3519204,73.08,10.88,6724,0.629
2000,35,351925,3519253,69.84,10.31,2466,0.568
2000,35,351930,3519303,71.39,9.41,26354,0.616
2000,35,351940,3519402,73.11,10.36,9374,0.65
2000,35,351950,3519501,71.46,10.26,5701,0.662
2000,35,351960,3519600,72.69,9.85,46415,0.666
2000,35,351970,3519709,73.15,8.74,62938,0.577
2000,35,351980,3519808,70.95,10.38,6695,0.646
2000,35,351990,3519907,69.73,11.17,7159,0.644
2000,35,352000,3520004,70.62,9.85,22492,0.611
2000,35,352010,3520103,73.14,10.19,25674,0.666
2000,35,352020,3520202,71.5,9.84,8232,0.603
2000,35,352030,3520301,71.65,10.35,26988,0.632
2000,35,352040,3520400,73.44,9.65,20375,0.658
2000,35,352042,3520426,72.38,9.86,6203,0.694
2000,35,352044,3520442,76.09,11.32,23790,0.752
2000,35,352050,3520509,73.23,10.29,146029,0.704
2000,35,352060,3520608,73.43,11.18,4929,0.678
2000,35,352070,3520707,71.56,10.98,4026,0.662
2000,35,352080,3520806,72.4,10.95,3272,0.664
2000,35,352090,3520905,73.22,9.73,12517,0.623
2000,35,352100,3521002,68.31,9.56,17220,0.607
2000,35,352110,3521101,75.05,9.38,4216,0.669
2000,35,352115,3521150,72.62,10.56,3432,0.652
2000,35,352120,3521200,69.6,10.12,4477,0.581
2000,35,352130,3521309,72.26,10.3,11812,0.639
2000,35,352140,3521408,73.17,10.41,15475,0.687
2000,35,352150,3521507,70.19,10.23,6630,0.616
2000,35,352160,3521606,72.31,10.1,7429,0.645
2000,35,352170,3521705,72.15,10.11,18727,0.571
2000,35,352180,3521804,70.71,9.07,20908,0.581
2000,35,352190,3521903,73.11,10.22,14227,0.643
2000,35,352200,3522000,72.98,11.34,2630,0.643
2000,35,352210,3522109,70.54,10.26,71333,0.652
2000,35,352215,3522158,67.73,10.38,3208,0.533
2000,35,352220,3522208,72.21,9.56,128634,0.64
2000,35,352230,3522307,71.09,9.49,122760,0.662
2000,35,352240,3522406,70.13,9.57,82022,0.619
2000,35,352250,3522505,70.47,9.77,161816,0.61
2000,35,352260,3522604,73.49,10.1,62232,0.687
2000,35,352265,3522653,69.45,8.05,3531,0.504
2000,35,352270,3522703,72.04,10.2,37608,0.655
2000,35,352280,3522802,70.46,10.08,14235,0.593
2000,35,352290,3522901,70.62,9.33,10189,0.616
2000,35,352300,3523008,68.15,11.06,3727,0.606
2000,35,352310,3523107,69.37,9.73,271329,0.592
2000,35,352320,3523206,68.08,9.72,46319,0.588
2000,35,352330,3523305,69.81,9.34,13724,0.596
2000,35,352340,3523404,73.98,10.59,80781,0.705
2000,35,352350,3523503,72.5,8.8,15364,0.595
2000,35,352360,3523602,71.99,10.13,11272,0.665
2000,35,352370,3523701,69.58,10.26,5320,0.586
2000,35,352380,3523800,72.71,9.49,7353,0.607
2000,35,352390,3523909,73.1,10.04,133638,0.697
2000,35,352400,3524006,73.27,9.82,26047,0.662
2000,35,352410,3524105,73.56,9.97,36084,0.701
2000,35,352420,3524204,72.37,10.34,6311,0.619
2000,35,352430,3524303,73.48,10.2,66986,0.699
2000,35,352440,3524402,72.85,10.49,189893,0.7
2000,35,352450,3524501,72.02,10.46,4053,0.633
2000,35,352460,3524600,69,9.35,16845,0.618
2000,35,352470,3524709,75.05,10.48,29456,0.715
2000,35,352480,3524808,74.13,10.61,45998,0.7
2000,35,352490,3524907,76.09,9.53,3968,0.645
2000,35,352500,3525003,72.81,10.12,91536,0.667
2000,35,352510,3525102,71.34,9.8,30550,0.66
2000,35,352520,3525201,71.18,9.76,16833,0.604
2000,35,352530,3525300,73.17,10.22,111202,0.705
2000,35,352540,3525409,69.9,7.88,3253,0.535
2000,35,352550,3525508,70.69,9.07,10318,0.589
2000,35,352560,3525607,72.53,10.25,3842,0.621
2000,35,352570,3525706,73.2,10.51,28576,0.681
2000,35,352580,3525805,69.49,9.99,4163,0.613
2000,35,352585,3525854,71.54,9.72,2181,0.641
2000,35,352590,3525904,74.34,10.7,320461,0.744
2000,35,352600,3526001,71.48,10.92,16157,0.649
2000,35,352610,3526100,71.28,9.78,20329,0.618
2000,35,352620,3526209,70.39,9.02,25760,0.583
2000,35,352630,3526308,68.38,10.8,4887,0.583
2000,35,352640,3526407,71.01,9.5,22050,0.661
2000,35,352650,3526506,69.29,11.62,5115,0.646
2000,35,352660,3526605,71.99,10.3,5954,0.618
2000,35,352670,3526704,70.59,9.55,80199,0.635
2000,35,352680,3526803,74.26,10.26,54777,0.697
2000,35,352690,3526902,72.79,10.23,247655,0.7
2000,35,352700,3527009,74.12,9.64,5662,0.685
2000,35,352710,3527108,73.97,10.92,65231,0.723
2000,35,352720,3527207,73.95,10.6,77499,0.699
2000,35,352725,3527256,72.11,9.48,1983,0.618
2000,35,352730,3527306,74.13,9.78,23744,0.665
2000,35,352740,3527405,71.89,10.97,17453,0.665
2000,35,352750,3527504,70.84,9.97,2154,0.598
2000,35,352760,3527603,73.14,10.45,7152,0.672
2000,35,352770,3527702,69.95,10.2,4248,0.602
2000,35,352780,3527801,70.59,10.05,4218,0.592
2000,35,352790,3527900,71.11,11.9,2874,0.657
2000,35,352800,3528007,72.34,9.75,15713,0.641
2000,35,352810,3528106,72.43,11.25,7348,0.666
2000,35,352820,3528205,71.74,9.83,3755,0.619
2000,35,352830,3528304,72.07,11.42,3473,0.673
2000,35,352840,3528403,71.46,9.89,39934,0.658
2000,35,352850,3528502,73.05,9.99,59390,0.682
2000,35,352860,3528601,70.71,10.36,8207,0.63
2000,35,352870,3528700,68.78,10.57,3615,0.584
2000,35,352880,3528809,72.02,10.71,12984,0.679
2000,35,352885,3528858,71.76,9.28,2238,0.613
